,node_1,node_2,edge
4636,human_error,natural_disasters,can_contribute_to
4637,0375713344,carnival_setting,depicts
4638,0375713344,unusual_characters,features
4639,0375713344,family_dynamics,explores
4640,0375713344,psychological_thriller,represents
4641,0375713344,character_development,emphasizes
4642,unconventional_stories,complex_narratives,is_a_type_of
4643,carnival_setting,character_development,occurs_in
4644,psychological_thriller,unusual_characters,features
4645,interpersonal_relationships,family_dynamics,is_a_type_of
4646,character_development,complex_narratives,enhances
4647,0375714367,historical_context,set_in
4648,0375714367,character_development,features
4649,0375714367,family_sagas,is_a_part_of
4650,0375714367,medical_fiction,belongs_to
4651,0375714367,complex_plots,has
4652,character_development,medical_fiction,can_enhance
4653,historical_context,family_sagas,often_featured_in
4654,complex_plots,medical_fiction,typically_have
4655,character_development,family_sagas,is_a_key_element_of
4656,historical_context,complex_plots,can_provide_background_for
4657,0375724834,complex_plots,features
4658,0375724834,characters_with_challenges,includes
4659,0375724834,gritty_realism,portrays
4660,0375724834,psychological_thriller,represents
4661,0375724834,delicious_language,showcases
4662,intricate_narratives,complex_plots,is_a
4663,human_complexity,characters_with_challenges,is_feature_of
4664,gritty_realism,psychological_exploration,is_associated_with
4665,delicious_language,psychological_thriller,is_a_component_of
4666,characters_with_challenges,psychological_thriller,is_a_characteristic_of
4667,0375725601,historical_context,sets
4668,0375725601,character_development,presents
4669,0375725601,serial_killers,depicts
4670,0375725601,architecture_design,showcases
4671,0375725601,19th_century_history,explores
4672,19th_century_history,serial_killers,occurred_during
4673,serial_killers,character_development,inspired
4674,character_development,architecture_design,reflected_in
4675,historical_context,19th_century_history,provided_context
4676,architecture_design,historical_context,shaped_by
4677,0375725784,memoirs,is_a
4678,0375725784,complex_plots,features
4679,0375725784,realistic_dialogues,includes
4680,0375725784,coming_of_age_stories,tells
4681,0375725784,historical_contexts,explores
4682,Narrative_Structure,complex_plots,consists_of
4683,Personal_Journeys,coming_of_age_stories,is_a_type_of
4684,historical_contexts,Human_Experience,provides_context_for
4685,memoirs,Personal_Journeys,describes
4686,realistic_dialogues,Narrative_Structure,contributes_to
4687,0375725849,historical_context,set_in
4688,0375725849,character_driven_narratives,features
4689,0375725849,olfactory_experience,centers_around
4690,0375725849,psychological_thriller,belongs_to
4691,0375725849,well_crafted_prose,showcases
4692,character_driven_narratives,psychological_thriller,is_a_type_of
4693,well_crafted_prose,historical_context,enhances
4694,olfactory_experience,character_driven_narratives,can_evoke
4695,historical_context,psychological_thriller,provides_background
4696,well_crafted_prose,olfactory_experience,can_describe
4697,0375726349,character_driven_stories,is_a
4698,0375726349,contemporary_american_mores,addresses
4699,0375726349,complex_themes,explores
4700,0375726349,philip_roth,written_by
4701,0375726349,well_written_narratives,is_an
4702,examination_of_morality,contemporary_american_mores,explores
4703,character_driven_stories,philip_roth,authored_by
4704,exploration_of_identity,analysis_of_modern_society,intertwined_with
4705,complex_themes,philip_roth,addresses
4706,well_written_narratives,analysis_of_modern_society,illuminates
4707,0375726403,small_town_settings,depicts
4708,0375726403,character_development,focuses_on
4709,0375726403,psychological_thriller,blends
4710,0375726403,historical_context,explores
4711,0375726403,complex_plots,delivers
4712,setting,small_town_settings,is_a_type_of
4713,plot,complex_plots,is_a_type_of
4714,genre,psychological_thriller,is_a_type_of
4715,elements,human_emotions,evokes
4716,aspect,character_development,affects
4717,0375727345,tragedy_genre,is_a
4718,0375727345,character_driven_stories,is_an_example_of
4719,0375727345,social_issues,addresses
4720,0375727345,complex_plots,features
4721,0375727345,realistic_storytelling,utilizes
4722,character_driven_stories,exploration_of_human_condition,facilitates
4723,realistic_storytelling,dramatic_narratives,is_a_part_of
4724,tragedy_genre,dramatic_narratives,is_a
4725,socially_relevant_themes,social_issues,is_a_subtype_of
4726,complex_plots,dramatic_narratives,is_a_part_of
4727,0375826688,young_adult_authors,written_by
4728,0375826688,epic_fantasy_novels,is_a
4729,0375826688,originality,offers
4730,0375826688,self_published_books,initially_released_as
4731,0375826688,character_development,features
4732,self_published_books,independent_publishing,is_type_of
4733,young_adult_authors,character_development,requires
4734,epic_fantasy_novels,imaginative_worlds,features
4735,creative_storytelling,character_development,enhances
4736,originality,self_published_books,is_associated_with
4737,0375831002,character_development,depicts
4738,0375831002,historical_context,set_in
4739,0375831002,unconventional_narrator,utilizes
4740,0375831002,emotional_depth,explores
4741,0375831002,humanity_themes,addresses
4742,humanity_themes,character_development,explores
4743,unconventional_narrator,psychological_exploration,embodies
4744,human_experience,emotional_depth,captures
4745,narrative_style,historical_context,grounded_in
4746,psychological_exploration,humanity_themes,reveals_aspects_of
4747,0375836675,well_crafted_story,is
4748,0375836675,author_talent,showcases
4749,0375836675,emotionally_engaging_narratives,delivers
4750,0375836675,character_development,features
4751,0375836675,meaningful_messages,conveys
4752,well_crafted_story,compelling_narrative,is_a
4753,human_connection,character_development,facilitates
4754,character_development,emotionally_engaging_narratives,enhances
4755,author_talent,artistic_expression,manifests
4756,compelling_narrative,emotionally_engaging_narratives,is_a
4757,0375842209,historical_context,explores
4758,0375842209,character_development,depicts
4759,0375842209,well_written_literature,is
4760,0375842209,complex_human_relationships,portrays
4761,0375842209,historical_fiction,belongs_to
4762,historical_fiction,historical_context,is_set_in
4763,historical_fiction,character_development,features
4764,character_development,complex_human_relationships,results_in
4765,well_written_literature,historical_fiction,is_a_type_of
4766,historical_fiction,well_written_literature,is
4767,0375866566,fantasy_genre,is_a
4768,0375866566,character_development,features
4769,0375866566,world_building,presents
4770,0375866566,complex_characters,centers_around
4771,0375866566,mature_romance,explores
4772,fantasy_genre,imaginative_storytelling,is_characteristic_of
4773,mature_romance,emotional_depth,requires
4774,character_development,complex_characters,is_essential_for
4775,world_building,complex_characters,supports
4776,complex_characters,intricate_plots,demands
4777,0375867333,multiple_points_of_view,utilizes
4778,0375867333,character_development,focuses_on
4779,0375867333,paranormal_elements,integrates
4780,0375867333,relationships,explores
4781,0375867333,writing_style,showcases
4782,character_development,writing_style,influences
4783,relationships,multiple_points_of_view,explores
4784,paranormal_elements,supernatural_elements,is_a_type_of
4785,narrative_perspective,emotional_depth,reveals
4786,writing_style,narrative_perspective,expresses
4787,0375870415,character_development,focuses_on
4788,0375870415,gothic_literature,belongs_to
4789,0375870415,humor,infuses
4790,0375870415,YA_fiction,is_a_part_of
4791,0375870415,paranormal_elements,includes
4792,YA_fiction,character_development,contains
4793,gothic_literature,Supernatural_Elements,is_a
4794,Narrative_Style,humor,expresses
4795,paranormal_elements,Supernatural_Elements,is_a
4796,Coming_of_Age,YA_fiction,is_a_genre_of
4797,0380730405,gothic_literature,is_a
4798,0380730405,character_development,features
4799,0380730405,romantic_suspense,is_a_genre_of
4800,0380730405,historical_context,set_in
4801,0380730405,engaging_characters,has
4802,gothic_literature,supernatural_elements,contains
4803,character_development,psychological_exploration,is_a_part_of
4804,tension_and_suspense,gothic_literature,is_a_feature_of
4805,historical_context,gothic_literature,provides_context_for
4806,romantic_suspense,tension_and_suspense,is_a_type_of
4807,0380731851,complex_characters,features
4808,0380731851,realistic_characters,develops
4809,0380731851,human_condition,explores
4810,0380731851,complex_plots,delivers
4811,0380731851,great_authors,is_a_work_by
4812,realistic_characters,human_condition,represent
4813,exploration_of_human_nature,human_condition,explore
4814,masterful_storytelling,complex_plots,enhance
4815,complex_characters,human_condition,reflect
4816,great_authors,masterful_storytelling,practice
4817,0380789035,complex_plot,has
4818,0380789035,gods,features
4819,0380789035,originality,offers
4820,0380789035,character_development,provides
4821,0380789035,historical_contexts,explores
4822,historical_contexts,storytelling,provide_background
4823,gods,mythology,rooted_in
4824,character_development,storytelling,enhance
4825,creativity,originality,enable
4826,complex_plot,storytelling,feature_of
4827,0380807343,fantastical_stories,is_a_part_of
4828,0380807343,complex_characters,features
4829,0380807343,exploration,centers_around
4830,0380807343,dark_fantasy,belongs_to
4831,0380807343,strong_female_characters,introduces
4832,exploration,fantastical_stories,involved_in
4833,complex_characters,dark_fantasy,common_genre
